Date,Brent Oil,Crude Oil WTI,London Gas Oil,Natural Gas,Heating Oil,Carbon Emissions,Gasoline RBOB
2015-09-06,48.14,44.63,472.75,2.693,1.55,8.59,1.3699
2015-09-13,47.47,44.68,463.25,2.605,1.4907,8.44,1.3562
2015-09-20,48.6,45.7,467.0,2.5639999999999996,1.5225,8.31,1.3959
2015-09-27,48.13,45.54,452.25,2.451,1.5199,8.44,1.3414
2015-10-04,52.65,49.63,481.75,2.502,1.5909,8.65,1.4167
2015-10-11,50.46,47.26,456.25,2.43,1.4966,8.69,1.328
2015-10-18,47.99,44.6,443.75,2.286,1.4544,8.93,1.3036
2015-10-25,49.56,46.59,455.25,2.3209999999999997,1.4994,8.95,1.405
2015-11-01,47.42,44.29,449.25,2.371,1.4896,8.71,1.3695
2015-11-08,43.61,40.74,426.25,2.3609999999999998,1.3813,8.7,1.2389
2015-11-15,44.66,40.39,424.75,2.145,1.3713,8.82,1.2903
2015-11-22,44.86,41.71,418.25,2.2119999999999997,1.3524,8.88,1.3905
2015-11-29,43.0,39.97,395.75,2.186,1.3424,8.84,1.2702
2015-12-06,37.93,35.62,343.25,1.99,1.1456,8.38,1.2815
2015-12-13,36.88,34.73,343.5,1.767,1.1071,8.37,1.2746
2015-12-20,37.89,38.1,339.75,2.029,1.1009,8.49,1.2643
2015-12-27,37.28,37.04,326.25,2.3369999999999997,1.1007,8.53,1.2671
2016-01-03,33.55,33.16,296.75,2.472,1.0521,7.68,1.1277
2016-01-10,28.94,29.42,278.75,2.1,0.9343,6.95,1.0212
2016-01-17,32.18,32.19,284.0,2.1390000000000002,0.9957,6.57,1.0838
2016-01-24,34.74,33.62,304.0,2.298,1.0551,6.26,1.1031
2016-01-31,34.06,30.89,305.5,2.063,1.0590000000000002,5.72,0.9927
2016-02-07,33.36,29.44,311.75,1.966,1.0693,5.2,1.0432
2016-02-14,33.01,29.64,307.75,1.804,1.0255,5.3,0.9594
2016-02-21,35.1,32.78,325.25,1.791,1.0512,5.12,1.0166
2016-02-28,38.72,35.92,336.75,1.666,1.1613,5.04,1.3321
2016-03-06,40.39,38.5,367.0,1.8219999999999998,1.218,5.11,1.4443
2016-03-13,41.2,39.44,375.0,1.9069999999999998,1.2391,5.05,1.4273
2016-03-20,40.44,39.46,360.75,1.806,1.1979,4.96,1.4659
2016-03-27,38.67,36.79,335.75,1.956,1.1317,5.29,1.4016
2016-04-03,41.94,39.72,354.75,1.99,1.2004,5.52,1.4637
2016-04-10,43.1,40.36,364.5,1.902,1.2322,5.57,1.4612
2016-04-17,45.11,43.73,395.75,2.14,1.3089,6.07,1.5309
2016-04-24,48.13,45.92,413.0,2.178,1.3779,6.28,1.5848
2016-05-01,45.37,44.66,400.0,2.101,1.3373,5.95,1.4962
2016-05-08,47.83,46.21,418.75,2.096,1.4031,5.95,1.5882
2016-05-15,48.72,47.75,440.75,2.062,1.49,6.06,1.6356
2016-05-22,49.32,49.33,448.5,2.169,1.494,6.14,1.6319
2016-05-29,49.64,48.62,443.0,2.398,1.4881,6.04,1.6075
2016-06-05,50.54,49.07,459.5,2.556,1.516,6.05,1.5596
2016-06-12,49.17,47.98,433.0,2.623,1.4817,5.76,1.5053
2016-06-19,48.41,47.64,435.0,2.662,1.4553,5.04,1.525
2016-06-26,50.35,48.99,434.5,2.987,1.5115,4.71,1.5135
2016-07-03,46.76,45.41,407.25,2.801,1.4123,4.64,1.3708
2016-07-10,47.61,45.95,413.0,2.7560000000000002,1.3974,5.02,1.422
2016-07-17,45.69,44.19,395.25,2.7769999999999997,1.357,4.65,1.3615
2016-07-24,42.46,41.6,371.25,2.8760000000000003,1.276,4.51,1.321
2016-07-31,44.27,41.8,372.5,2.772,1.317,4.8,1.3763
2016-08-07,46.97,44.49,409.5,2.5860000000000003,1.4086,4.98,1.3709
2016-08-14,50.88,48.52,441.5,2.5839999999999996,1.5196,4.85,1.5129
2016-08-21,49.92,47.64,437.75,2.8710000000000004,1.4972,4.77,1.5128
2016-08-28,46.83,44.44,409.5,2.792,1.4096,4.16,1.3016
2016-09-04,48.01,45.88,419.25,2.7969999999999997,1.4304,4.15,1.3611
2016-09-11,45.77,43.03,412.5,2.948,1.4051,4.43,1.4616
2016-09-18,45.89,44.48,425.5,2.955,1.4073,4.61,1.3769
2016-09-25,49.06,48.24,446.75,2.906,1.5279,5.02,1.4874
2016-10-02,51.93,49.81,467.25,3.193,1.5793,5.75,1.4818
2016-10-09,51.95,50.35,461.25,3.285,1.5673,5.87,1.4936
2016-10-16,51.78,50.85,464.5,2.9930000000000003,1.574,5.94,1.5314
2016-10-23,49.71,48.7,461.5,3.105,1.5422,5.93,1.4691
2016-10-30,45.58,44.07,417.75,2.767,1.4303,6.46,1.3786
2016-11-06,44.75,43.41,406.75,2.6189999999999998,1.4012,5.72,1.3053
2016-11-13,46.86,45.69,424.0,2.843,1.4577,5.63,1.3391
2016-11-20,47.24,46.06,432.5,3.085,1.47,5.05,1.3727
2016-11-27,54.46,51.68,475.0,3.4360000000000004,1.6581,4.35,1.5591
2016-12-04,54.33,51.5,473.0,3.7460000000000004,1.6374,4.52,1.5073
2016-12-11,55.21,51.9,490.25,3.415,1.6723,4.99,1.5571
2016-12-18,55.16,53.02,484.25,3.662,1.6628,6.28,1.6262
2016-12-25,56.82,53.72,501.0,3.7239999999999998,1.7043,6.61,1.6651
2017-01-01,57.1,53.99,493.25,3.285,1.7032,5.09,1.6340000000000001
2017-01-08,55.45,52.37,487.5,3.4189999999999996,1.6514,5.08,1.6117
2017-01-15,55.49,52.42,489.5,3.2039999999999997,1.6459,5.46,1.5659999999999998
2017-01-22,55.52,53.17,485.25,3.391,1.6189,4.95,1.5271
2017-01-29,56.81,53.83,497.0,3.063,1.6651,5.2,1.5537
2017-02-05,56.7,53.86,490.75,3.034,1.6659,5.16,1.5896
2017-02-12,55.81,53.4,490.0,2.8339999999999996,1.6364,5.02,1.5166
2017-02-19,55.99,53.99,494.5,2.627,1.6404,5.43,1.5148
2017-02-26,55.9,53.33,484.0,2.827,1.5936,5.64,1.6531
2017-03-05,51.37,48.49,459.5,3.008,1.5036,5.21,1.6001
2017-03-12,51.76,48.78,456.75,2.948,1.5085,5.18,1.5989
2017-03-19,50.8,47.97,449.0,3.076,1.4976,4.81,1.6048
2017-03-26,52.83,50.6,469.5,3.19,1.5736,4.73,1.7001
2017-04-02,55.24,52.24,487.75,3.261,1.6284,4.93,1.7462
2017-04-09,55.89,53.18,498.0,3.227,1.6495,4.99,1.7349
2017-04-16,51.96,49.62,467.5,3.1010000000000004,1.5533,4.61,1.6445
2017-04-23,51.73,49.33,454.0,3.2760000000000002,1.504,4.61,1.548
2017-04-30,49.1,46.22,433.75,3.266,1.4366,4.62,1.5046
2017-05-07,50.84,47.84,448.75,3.424,1.4933,4.5,1.5761
2017-05-14,53.61,50.33,473.75,3.2560000000000002,1.5827,4.9,1.6523
2017-05-21,52.15,49.8,461.25,3.236,1.5633,5.23,1.6426
2017-05-28,49.95,47.66,438.5,2.9989999999999997,1.4848,5.21,1.5771
2017-06-04,48.15,45.83,427.0,3.0389999999999997,1.4312,5.09,1.5017
2017-06-11,47.37,44.74,423.0,3.037,1.4269999999999998,4.92,1.4548
2017-06-18,45.54,43.01,411.25,2.929,1.3717,4.92,1.4341
2017-06-25,47.92,46.04,436.5,3.035,1.4755,5.08,1.5152
2017-07-02,46.71,44.23,427.75,2.864,1.4482,5.39,1.4984
2017-07-09,48.91,46.54,447.75,2.98,1.515,5.47,1.5605
2017-07-16,48.06,45.77,452.75,2.97,1.5152,5.13,1.5633
2017-07-23,52.52,49.71,485.0,2.9410000000000003,1.6397,5.23,1.6761
2017-07-30,52.42,49.58,488.5,2.7739999999999996,1.6486,5.39,1.6463
2017-08-06,52.1,48.82,482.5,2.983,1.6346,5.43,1.6130000000000002
2017-08-13,52.72,48.51,472.25,2.8930000000000002,1.6204,5.85,1.624
2017-08-20,52.41,47.87,480.0,2.892,1.6223,6.13,1.6666
2017-08-27,52.75,47.29,510.75,3.07,1.7468,5.87,1.7479
2017-09-03,53.78,47.48,527.5,2.89,1.7657,7.09,1.6476
2017-09-10,55.62,49.89,534.75,3.0239999999999996,1.7988,6.97,1.6617
2017-09-17,56.86,50.66,541.5,2.9589999999999996,1.8163,6.68,1.6684
2017-09-24,57.54,51.67,548.25,3.0069999999999997,1.8117,7.1,1.6065
2017-10-01,55.62,49.29,520.0,2.863,1.7439,7.03,1.5588
2017-10-08,57.17,51.45,533.75,3.0,1.797,7.35,1.6222
2017-10-15,57.75,51.47,533.0,2.915,1.8052,7.6,1.6781
2017-10-22,60.44,53.9,548.75,2.752,1.8669,7.2,1.7686
2017-10-29,62.07,55.64,550.25,2.984,1.8866,7.92,1.7934
2017-11-05,63.52,56.74,570.0,3.213,1.9349,7.43,1.8124
2017-11-12,62.72,56.55,562.75,3.097,1.9466,7.51,1.7447
2017-11-19,63.86,58.95,564.75,2.813,1.9529,7.79,1.788
2017-11-26,63.73,58.36,567.75,3.0610000000000004,1.9413,7.71,1.7416
2017-12-03,63.4,57.36,564.75,2.772,1.9288,7.17,1.7166
2017-12-10,63.23,57.3,564.0,2.612,1.9035,7.21,1.6548
2017-12-17,65.25,58.47,575.5,2.667,1.9694,8.19,1.7623
2017-12-24,66.87,60.42,600.25,2.9530000000000003,2.0755,8.18,1.7992
2017-12-31,67.62,61.44,604.0,2.795,2.0587,7.78,1.7858
2018-01-07,69.87,64.3,612.75,3.2,2.085,7.86,1.8495
2018-01-14,68.61,63.37,608.0,3.185,2.0584,8.76,1.8636
2018-01-21,70.52,66.14,628.5,3.505,2.136,9.09,1.9377
2018-01-28,68.58,65.45,609.25,2.846,2.0535,8.96,1.8719999999999999
2018-02-04,62.79,59.2,552.25,2.5839999999999996,1.8551,9.23,1.7002
2018-02-11,64.84,61.68,570.25,2.5580000000000003,1.9104,9.52,1.7509
2018-02-18,67.31,63.55,591.0,2.625,1.9694,9.81,1.8085
2018-02-25,64.37,61.25,563.25,2.695,1.8796,10.14,1.9014
2018-03-04,65.49,62.04,573.75,2.7319999999999998,1.8866,11.12,1.9043
2018-03-11,66.21,62.34,580.5,2.688,1.9118,11.17,1.9459
2018-03-18,70.45,65.88,611.0,2.591,2.0184,12.61,2.0336
2018-03-25,70.27,64.94,619.75,2.733,2.0284,13.28,2.0179
2018-04-01,67.11,62.06,602.75,2.701,1.9578,12.99,1.9547
2018-04-08,72.58,67.39,642.5,2.735,2.1002,13.94,2.0654
2018-04-15,74.06,68.38,641.25,2.739,2.123,13.05,2.0959
2018-04-22,74.64,68.1,655.5,2.7710000000000004,2.1509,13.56,2.1269
2018-04-29,74.87,69.72,651.5,2.7110000000000003,2.154,13.02,2.114
2018-05-06,77.12,70.7,677.5,2.806,2.222,14.63,2.1888
2018-05-13,78.51,71.28,697.0,2.847,2.2655,15.25,2.2333
2018-05-20,76.44,67.88,679.75,2.9389999999999996,2.2098,16.0,2.1814
2018-05-27,76.79,65.81,671.25,2.9619999999999997,2.1763,15.29,2.1434
2018-06-03,76.46,65.74,671.5,2.89,2.1643,15.82,2.1153
2018-06-10,73.44,65.06,640.75,3.022,2.0869999999999997,14.53,2.0232
2018-06-17,75.55,68.58,645.5,2.945,2.1254,15.12,2.0705
2018-06-24,79.44,74.15,675.75,2.924,2.2093,14.99,2.1791
2018-07-01,77.11,73.8,664.5,2.858,2.1684,15.7,2.1085
2018-07-08,75.33,71.01,654.25,2.752,2.1334,16.06,2.1067
2018-07-15,73.07,70.46,644.75,2.7569999999999997,2.1044,17.07,2.069
2018-07-22,74.29,68.69,665.75,2.822,2.1552,17.12,2.1619
2018-07-29,73.21,68.49,650.0,2.853,2.1269,17.68,2.0655
2018-08-05,72.81,67.63,647.25,2.944,2.1397,17.89,2.0392
2018-08-12,71.83,65.91,646.75,2.946,2.0982,18.14,1.9809
2018-08-19,75.82,68.72,679.25,2.917,2.2022,20.69,2.0779
2018-08-26,77.42,69.8,690.25,2.9160000000000004,2.2413,21.09,2.1437
2018-09-02,76.83,67.75,675.5,2.7760000000000002,2.2182,23.22,1.97
2018-09-09,78.09,68.99,680.0,2.767,2.2092,19.97,1.9702
2018-09-16,78.8,70.78,688.0,2.977,2.226,22.08,2.0171
2018-09-23,82.72,73.25,724.25,3.008,2.3518,21.16,2.1012
2018-09-30,84.16,74.34,741.25,3.1430000000000002,2.3923,22.11,2.0861
2018-10-07,80.43,71.34,718.0,3.161,2.3213,20.35,1.942
2018-10-14,79.78,69.12,714.75,3.25,2.302,19.7,1.9139
2018-10-21,77.62,67.59,713.5,3.185,2.303,18.28,1.815
2018-10-28,72.83,63.14,678.25,3.284,2.1728,17.08,1.7083
2018-11-04,70.18,60.19,669.5,3.719,2.1728,19.5,1.6214
2018-11-11,66.76,56.46,633.25,4.272,2.0737,19.11,1.577
2018-11-18,58.8,50.42,576.75,4.308,1.8762,20.21,1.3913
2018-11-25,58.71,50.93,550.75,4.612,1.8455,20.5,1.4413
2018-12-02,61.67,52.61,587.25,4.488,1.8862,20.29,1.4858
2018-12-09,60.28,51.2,556.25,3.827,1.8453,23.37,1.4343
2018-12-16,53.82,45.59,515.25,3.8160000000000003,1.7327,24.6,1.3183
2018-12-23,52.2,45.33,493.25,3.303,1.6647,24.64,1.3262
2018-12-30,57.06,47.96,528.5,3.0439999999999996,1.7692,23.5,1.3478
2019-01-06,60.48,51.59,568.5,3.0989999999999998,1.8797,22.59,1.4007
2019-01-13,62.7,53.8,574.25,3.4819999999999998,1.916,24.68,1.4528
2019-01-20,61.64,53.69,568.0,3.178,1.8919,23.76,1.3894
2019-01-27,62.75,55.26,578.25,2.734,1.9127,21.84,1.4369
2019-02-03,62.1,52.72,582.5,2.583,1.9085,22.23,1.4464
2019-02-10,66.25,55.59,615.5,2.625,2.0203,20.3,1.5729
2019-02-17,67.12,57.26,622.0,2.717,2.0311,18.84,1.6112
2019-02-24,65.07,55.8,614.5,2.859,2.001,22.18,1.7303
2019-03-03,65.74,56.07,610.25,2.865,1.9998,22.91,1.8017
2019-03-10,67.16,58.52,606.75,2.795,1.9677,22.36,1.8577
2019-03-17,67.03,59.04,597.25,2.753,1.9659,20.56,1.9259
2019-03-24,68.39,60.14,605.25,2.662,1.9734,21.44,1.8956
2019-03-31,70.34,63.08,618.0,2.6639999999999997,2.0424,24.53,1.9687
2019-04-07,71.55,63.89,633.0,2.66,2.0707,26.5,2.037
2019-04-14,71.97,64.0,635.5,2.49,2.0709,26.81,2.0722
2019-04-21,72.15,63.3,623.25,2.5660000000000003,2.0512,25.78,2.1006
2019-04-28,70.85,61.94,649.0,2.5669999999999997,2.0702,25.12,2.0265
2019-05-05,70.62,61.66,632.25,2.6189999999999998,2.0504,25.6,1.9891
2019-05-12,72.21,62.76,657.0,2.6310000000000002,2.0955,24.92,2.0473
2019-05-19,68.69,58.63,604.75,2.5980000000000003,1.9713,25.4,1.9345
2019-05-26,64.49,53.5,577.5,2.454,1.8418,24.39,1.8019999999999998
2019-06-02,63.29,53.99,558.0,2.3369999999999997,1.8248,24.44,1.7389
2019-06-09,62.01,52.51,564.0,2.387,1.8294,24.99,1.7325
2019-06-16,65.2,57.43,587.0,2.186,1.9158,25.24,1.8561
2019-06-23,66.55,58.47,595.0,2.3080000000000003,1.9446,26.24,1.9425
2019-06-30,64.23,57.51,576.75,2.418,1.905,26.34,1.9295
2019-07-07,66.72,60.21,605.0,2.4530000000000003,1.9801,28.76,1.9769999999999999
2019-07-14,62.47,55.63,576.0,2.251,1.8896,28.85,1.8405
2019-07-21,63.46,56.2,584.0,2.169,1.9044,28.25,1.8744
2019-07-28,61.89,55.66,578.0,2.121,1.8902,29.23,1.7815
2019-08-04,58.53,54.5,555.5,2.119,1.808,28.1,1.6740000000000002
2019-08-11,58.64,54.87,559.5,2.2,1.8128,25.95,1.6568
2019-08-18,59.34,54.17,556.0,2.1519999999999997,1.8156,25.08,1.6428
2019-08-25,60.43,55.1,561.0,2.285,1.8282,26.32,1.6134
2019-09-01,61.54,56.52,575.5,2.496,1.9003,25.08,1.5742
2019-09-08,60.22,54.85,577.0,2.614,1.8778,26.37,1.5531
2019-09-15,64.28,58.09,617.25,2.5340000000000003,1.9863,26.51,1.6784
2019-09-22,61.91,55.91,602.25,2.404,1.9416,25.29,1.6514
2019-09-29,58.37,52.81,579.75,2.352,1.8945,22.94,1.5734
2019-10-06,60.51,54.7,595.75,2.214,1.9576,24.44,1.6388
2019-10-13,59.42,53.78,589.25,2.32,1.9471,25.87,1.6230000000000002
2019-10-20,62.02,56.66,597.75,2.3,1.9796,24.96,1.673
2019-10-27,61.69,56.2,578.0,2.714,1.9331,25.31,1.6557
2019-11-03,62.51,57.24,576.5,2.7889999999999997,1.9181,24.83,1.6337
2019-11-10,63.3,57.72,587.25,2.688,1.9480000000000002,23.84,1.635
2019-11-17,63.39,57.77,581.75,2.665,1.9294,24.57,1.6743
2019-11-24,62.43,55.17,572.0,2.281,1.8789,25.22,1.597
2019-12-01,64.39,59.2,587.25,2.334,1.9521,24.94,1.6474
2019-12-08,65.22,60.07,595.25,2.296,1.9864,24.02,1.6632
2019-12-15,66.14,60.44,613.5,2.3280000000000003,2.0218,26.55,1.7058
2019-12-22,68.16,61.72,626.0,2.158,2.0496,26.58,1.7473
2019-12-29,68.6,63.05,625.5,2.13,2.0614,24.88,1.7488
2020-01-05,64.98,59.04,593.25,2.202,1.9284,24.12,1.6596
2020-01-12,64.85,58.54,568.75,2.003,1.8592,25.36,1.6406
2020-01-19,60.69,54.19,536.0,1.893,1.734,24.31,1.5152
2020-01-26,58.16,51.56,501.0,1.841,1.6245,23.81,1.4887
2020-02-02,54.47,50.32,505.25,1.858,1.6433,23.26,1.5239
2020-02-09,57.32,52.05,514.5,1.837,1.6982,24.24,1.5833
2020-02-16,58.5,53.38,508.5,1.905,1.6866,25.56,1.6506
2020-02-23,50.52,44.76,441.0,1.6840000000000002,1.4906,23.57,1.3955
2020-03-01,45.27,41.28,413.25,1.7080000000000002,1.3852,23.39,1.389
2020-03-08,33.85,31.73,336.5,1.869,1.1374,21.89,0.8992
2020-03-15,26.98,22.43,301.0,1.604,1.0063,16.04,0.6054
2020-03-22,24.93,21.51,300.25,1.6340000000000001,1.0685,16.26,0.5737
2020-03-29,34.11,28.34,297.0,1.621,1.0706,17.86,0.6916
2020-04-05,31.48,22.76,302.5,1.733,0.9726,20.98,0.6773
2020-04-12,28.08,18.27,275.5,1.7530000000000001,0.9563,21.61,0.7107
2020-04-19,21.44,16.94,205.0,1.746,0.6467,20.66,0.6612
2020-04-26,26.44,19.78,220.0,1.89,0.7961,18.9,0.7663
2020-05-03,30.97,24.74,242.25,1.8230000000000002,0.8993,19.28,0.9522
2020-05-10,32.5,29.43,269.75,1.646,0.9204,19.09,0.9702
2020-05-17,35.13,33.25,287.75,1.7309999999999999,0.982,21.33,1.0382
2020-05-24,35.33,35.49,283.75,1.849,0.9647,21.33,1.0259
2020-05-31,42.3,39.55,330.5,1.7819999999999998,1.1506,23.17,1.2136
2020-06-07,38.73,36.26,328.5,1.7309999999999999,1.1014,21.93,1.1243
2020-06-14,42.19,39.75,364.5,1.669,1.2114,24.09,1.2716
2020-06-21,41.02,38.49,339.0,1.495,1.1363,24.66,1.1533
2020-06-28,42.8,40.65,364.0,1.734,1.2311,27.85,1.2592
2020-07-05,43.24,40.55,364.5,1.805,1.2412,28.96,1.2831
2020-07-12,43.14,40.59,367.5,1.7180000000000002,1.2191,27.74,1.2245
2020-07-19,43.34,41.29,374.75,1.808,1.2563,26.29,1.2848
2020-07-26,43.3,40.27,365.0,1.7990000000000002,1.2171,26.22,1.1871
2020-08-02,44.4,41.22,369.0,2.238,1.2199,26.36,1.2076
2020-08-09,44.8,42.01,374.5,2.356,1.2367,25.42,1.2446
2020-08-16,44.35,42.34,360.0,2.448,1.208,25.62,1.2841
2020-08-23,45.05,42.97,365.5,2.657,1.2162,29.5,1.3155
2020-08-30,42.66,39.77,335.5,2.588,1.1515,27.34,1.1772
2020-09-06,39.83,37.33,324.0,2.269,1.0896,28.24,1.0949
2020-09-13,43.15,41.11,339.75,2.048,1.159,27.97,1.2366
2020-09-20,41.92,40.25,325.25,2.1390000000000002,1.1262,26.15,1.2142
2020-09-27,39.27,37.05,314.75,2.438,1.085,27.01,1.1235
2020-10-04,42.85,40.6,347.0,2.741,1.1933,25.71,1.2032
2020-10-11,42.93,40.88,344.75,2.773,1.1791,24.89,1.1688
2020-10-18,41.77,39.85,335.0,2.971,1.1513,25.49,1.1389
2020-10-25,37.46,35.79,305.0,3.3539999999999996,1.0813,23.7,1.0495
2020-11-01,39.45,37.14,322.75,2.888,1.1426,25.42,1.0844
2020-11-08,42.78,40.13,344.75,2.995,1.2042,26.28,1.1254
2020-11-15,44.96,42.15,359.5,2.65,1.2863,26.74,1.1752
2020-11-22,48.18,45.53,391.5,2.843,1.3805,28.13,1.2819999999999998
2020-11-29,49.25,46.26,397.5,2.575,1.403,30.11,1.2685
2020-12-06,49.97,46.57,412.0,2.591,1.4369,30.52,1.3077
2020-12-13,52.26,49.1,433.5,2.7,1.5130000000000001,30.95,1.3956
2020-12-20,51.29,48.23,423.5,2.5180000000000002,1.49,32.04,1.3789
2020-12-27,51.8,48.52,420.75,2.539,1.4763,32.72,1.4084
2021-01-03,55.99,52.24,443.75,2.7,1.5795,34.92,1.5423
2021-01-10,55.1,52.36,452.0,2.737,1.5929,31.74,1.5284
2021-01-17,55.41,52.27,449.25,2.4459999999999997,1.5759999999999998,34.24,1.5487
2021-01-24,55.88,52.2,450.25,2.5639999999999996,1.6004,32.95,1.5725
2021-01-31,59.34,56.85,487.5,2.863,1.7137,38.2,1.6493
2021-02-07,62.43,59.47,502.75,2.912,1.7714,40.02,1.6925
2021-02-14,62.91,59.24,523.0,3.069,1.8229,37.4,1.8069
2021-02-21,66.13,61.5,532.0,2.7710000000000004,1.8565,37.28,1.8769999999999998
2021-02-28,69.36,66.09,547.5,2.701,1.944,39.02,2.0647
2021-03-07,69.22,65.61,553.25,2.6,1.9675,42.85,2.15
2021-03-14,64.53,61.42,510.5,2.535,1.8223,41.97,1.9431
2021-03-21,64.57,60.97,510.75,2.557,1.81,41.73,1.9673
2021-03-28,64.86,61.45,496.25,2.639,1.8316,42.47,2.0223
2021-04-04,62.95,59.32,503.75,2.526,1.8076,43.64,1.9621
2021-04-11,66.77,63.13,531.5,2.68,1.8957,44.42,2.0399
2021-04-18,66.11,62.14,525.0,2.73,1.8735,46.95,1.9957
2021-04-25,67.25,63.58,533.75,2.931,1.9211,48.84,2.0698
2021-05-02,68.28,64.9,550.5,2.958,2.0106,50.45,2.1269
2021-05-09,68.71,65.37,557.25,2.9610000000000003,2.0362,56.65,2.1266
2021-05-16,66.44,63.58,546.5,2.906,1.9882,51.75,2.0685
2021-05-23,69.63,66.32,565.5,2.986,2.0445,51.03,2.1402
