Date,Euro Stoxx 50,DAX,TecDAX,CAC 40,IBEX 35,Italy 40
2010-01-01,2776.83,5608.79,807.25,3739.46,10947.7,2141.9
2010-02-01,2728.47,5598.46,788.13,3708.8,10333.6,2060.9
2010-03-01,2931.16,6153.55,815.97,3974.01,10871.3,2235.0
2010-04-01,2816.86,6135.7,803.03,3816.99,10492.2,2109.2
2010-05-01,2610.26,5964.33,747.94,3507.56,9359.4,1911.8
2010-06-01,2573.32,5965.52,734.48,3442.89,9263.4,1889.0
2010-07-01,2742.14,6147.97,764.89,3643.14,10499.8,2056.3
2010-08-01,2622.95,5925.22,741.85,3490.79,10187.0,1930.4
2010-09-01,2747.9,6229.02,781.47,3715.18,10514.5,2005.8
2010-10-01,2844.99,6601.37,825.09,3833.5,10812.9,2098.3
2010-11-01,2650.99,6688.49,768.51,3610.44,9267.2,1868.9
2010-12-01,2792.82,6914.19,850.67,3804.78,9859.1,1973.3
2011-01-01,2953.63,7077.48,867.75,4005.5,10806.0,2156.9
2011-02-01,3013.09,7272.32,901.79,4110.35,10850.8,2197.6
2011-03-01,2910.91,7041.31,930.61,3989.18,10576.5,2125.3
2011-04-01,3011.25,7514.46,935.1,4106.92,10878.9,2192.9
2011-05-01,2861.92,7293.69,916.68,4006.94,10476.0,2064.9
2011-06-01,2848.53,7376.24,893.78,3982.21,10359.9,1974.7
2011-07-01,2670.37,7158.77,820.7,3671.28,9630.7,1803.2
2011-08-01,2302.08,5784.85,753.96,3256.76,8718.6,1522.4
2011-09-01,2179.66,5502.02,662.63,2981.96,8546.6,1451.3
2011-10-01,2385.22,6141.34,705.68,3242.84,8954.9,1566.8
2011-11-01,2330.43,6088.84,704.84,3154.62,8449.5,1493.6
2011-12-01,2316.55,5898.35,685.06,3159.81,8566.3,1476.1
2012-01-01,2416.66,6458.91,743.86,3298.55,8509.2,1548.3
2012-02-01,2512.11,6856.08,771.96,3452.45,8465.9,1599.5
2012-03-01,2477.28,6946.83,789.87,3423.81,8008.0,1563.1
2012-04-01,2306.43,6761.19,796.73,3212.8,7011.0,1427.4
2012-05-01,2118.94,6264.38,751.01,3017.01,6089.8,1259.3
2012-06-01,2264.72,6416.28,743.74,3196.65,7102.2,1396.3
2012-07-01,2325.72,6772.26,777.69,3291.66,6738.1,1358.8
2012-08-01,2440.71,6970.79,797.83,3413.07,7420.5,1477.1
2012-09-01,2454.26,7216.15,809.48,3354.82,7708.5,1476.7
2012-10-01,2503.64,7260.63,802.3,3429.27,7842.9,1520.1
2012-11-01,2575.25,7405.5,840.79,3557.28,7934.6,1546.3
2012-12-01,2635.93,7612.39,828.11,3641.07,8167.5,1591.8
2013-01-01,2702.98,7776.05,866.4,3732.6,8362.3,1705.9
2013-02-01,2633.55,7741.7,918.19,3723.0,8230.3,1557.4
2013-03-01,2624.02,7795.31,932.03,3731.42,7920.0,1500.4
2013-04-01,2712.0,7913.71,923.19,3856.75,8419.0,1640.2
2013-05-01,2769.64,8348.84,964.92,3948.59,8320.6,1683.9
2013-06-01,2602.59,7959.22,946.35,3738.91,7762.7,1490.7
2013-07-01,2768.15,8275.97,996.76,3992.69,8433.4,1612.3
2013-08-01,2721.37,8103.15,1019.84,3933.78,8290.5,1631.8
2013-09-01,2893.15,8594.4,1083.51,4143.44,9186.1,1705.5
2013-10-01,3067.95,9033.92,1129.85,4299.89,9907.9,1892.9
2013-11-01,3086.64,9405.3,1154.89,4295.21,9837.6,1860.7
2013-12-01,3109.0,9552.16,1166.82,4295.95,9916.7,1855.4
2014-01-01,3013.96,9306.48,1221.15,4165.72,9920.2,1899.5
2014-02-01,3149.23,9692.08,1286.1,4408.08,10114.2,1999.6
2014-03-01,3161.6,9555.91,1251.98,4391.5,10340.5,2121.9
2014-04-01,3198.39,9603.23,1227.9,4487.39,10459.0,2130.8
2014-05-01,3244.6,9943.27,1291.81,4519.57,10798.7,2115.8
2014-06-01,3228.24,9833.07,1309.0,4422.84,10923.5,2081.9
2014-07-01,3115.51,9407.48,1218.12,4246.14,10707.2,2012.2
2014-08-01,3172.63,9470.17,1241.44,4381.04,10728.8,2000.4
2014-09-01,3225.93,9474.3,1249.36,4416.24,10825.5,2043.6
2014-10-01,3113.32,9326.87,1242.32,4233.09,10477.8,1935.2
2014-11-01,3250.93,9980.85,1347.02,4390.18,10770.7,1957.8
2014-12-01,3146.43,9805.55,1371.36,4272.75,10279.5,1859.7
2015-01-01,3351.44,10694.32,1496.59,4604.25,10403.3,2005.6
2015-02-01,3599.0,11401.66,1581.8,4951.48,11178.3,2185.1
2015-03-01,3697.38,11966.17,1615.46,5033.64,11521.1,2265.2
2015-04-01,3615.59,11454.38,1605.93,5046.49,11385.0,2254.3
2015-05-01,3570.78,11413.82,1692.54,5007.89,11217.6,2298.3
2015-06-01,3424.3,10944.97,1642.21,4790.2,10769.5,2197.1
2015-07-01,3600.69,11308.99,1770.44,5082.61,11180.7,2302.5
2015-08-01,3269.63,10259.46,1706.98,4652.95,10259.0,2146.3
2015-09-01,3100.67,9660.44,1747.74,4455.29,9559.9,2077.4
2015-10-01,3418.23,10850.14,1799.48,4897.66,10360.7,2198.2
2015-11-01,3506.45,11382.23,1858.87,4957.6,10386.9,2220.3
2015-12-01,3267.52,10743.01,1830.74,4637.06,9544.2,2098.2
2016-01-01,3045.09,9798.11,1688.63,4417.02,8815.8,1819.9
2016-02-01,2945.75,9495.4,1612.67,4353.55,8461.4,1724.8
2016-03-01,3004.93,9965.51,1625.92,4385.06,8723.1,1732.6
2016-04-01,3028.21,10038.97,1624.94,4428.96,9025.7,1783.2
2016-05-01,3063.48,10262.74,1688.11,4505.62,9034.0,1764.7
2016-06-01,2864.74,9680.09,1601.04,4237.48,8163.3,1580.0
2016-07-01,2990.76,10337.5,1717.37,4439.81,8587.2,1648.2
2016-08-01,3023.13,10592.69,1727.43,4438.22,8716.8,1654.8
2016-09-01,3002.24,10511.02,1802.3,4448.26,8779.4,1598.1
2016-10-01,3055.25,10665.01,1723.88,4509.26,9143.3,1674.4
2016-11-01,3051.61,10640.3,1717.12,4578.34,8688.2,1656.3
2016-12-01,3290.52,11481.06,1811.72,4862.31,9352.1,1879.3
2017-01-01,3230.68,11535.31,1830.64,4748.9,9315.2,1814.8
2017-02-01,3319.61,11834.41,1904.49,4858.58,9555.5,1851.0
2017-03-01,3500.93,12312.87,2046.86,5122.51,10462.9,1961.8
2017-04-01,3559.59,12438.01,2093.23,5267.33,10715.8,1984.8
2017-05-01,3554.59,12615.06,2289.26,5283.63,10880.0,2027.5
2017-06-01,3441.88,12325.12,2188.25,5120.68,10444.5,2007.0
2017-07-01,3449.36,12118.25,2258.92,5093.77,10502.2,2103.3
2017-08-01,3421.47,12055.84,2292.62,5085.59,10299.5,2119.7
2017-09-01,3594.85,12828.86,2434.14,5329.81,10381.5,2213.4
2017-10-01,3673.95,13229.57,2545.04,5503.29,10523.5,2227.6
2017-11-01,3569.93,13023.98,2515.81,5372.79,10211.0,2189.4
2017-12-01,3503.96,12917.64,2529.04,5312.56,10043.9,2128.8
2018-01-01,3609.29,13189.48,2649.08,5481.93,10451.5,2299.0
2018-02-01,3438.96,12435.85,2629.93,5320.49,9840.3,2213.4
2018-03-01,3361.5,12096.73,2494.46,5167.3,9600.4,2146.9
2018-04-01,3536.52,12612.11,2625.6,5520.5,9980.6,2310.2
2018-05-01,3406.65,12604.89,2786.44,5398.4,9465.5,2131.2
2018-06-01,3395.6,12306.0,2691.38,5323.53,9622.7,2107.5
2018-07-01,3525.49,12805.5,2883.22,5511.3,9870.7,2170.3
2018-08-01,3392.9,12364.06,3012.77,5406.85,9399.1,1980.0
2018-09-01,3399.2,12246.73,2813.07,5493.49,9389.2,2022.2
2018-10-01,3197.51,11447.51,2637.84,5093.44,8893.5,1857.3
2018-11-01,3173.13,11257.24,2591.01,5003.92,9077.2,1875.9
2018-12-01,3001.42,10558.96,2450.18,4730.69,8539.9,1782.0
2019-01-01,3159.43,11173.1,2587.66,4992.72,9056.7,1928.5
2019-02-01,3298.26,11515.64,2601.93,5240.53,9277.7,2020.2
2019-03-01,3351.71,11526.04,2671.68,5350.53,9240.3,2029.5
2019-04-01,3514.62,12344.08,2911.57,5586.41,9570.6,2099.9
2019-05-01,3280.43,11726.84,2748.48,5207.63,9004.2,1935.1
2019-06-01,3473.69,12398.8,2875.6,5538.97,9198.8,2069.6
2019-07-01,3466.85,12189.04,2915.61,5518.9,8971.0,2092.1
2019-08-01,3426.76,11939.28,2785.22,5480.48,8812.9,2086.2
2019-09-01,3569.45,12428.08,2814.36,5677.79,9244.6,2157.9
2019-10-01,3604.41,12866.79,2796.5,5729.86,9257.5,2215.8
2019-11-01,3703.58,13236.38,3066.61,5905.17,9352.0,2276.0
2019-12-01,3745.15,13249.01,3014.94,5978.06,9549.2,2289.4
2020-01-01,3640.91,12981.97,3061.72,5806.34,9367.9,2271.1
2020-02-01,3329.49,11890.35,2848.71,5309.9,8723.2,2151.2
2020-03-01,2786.9,9935.84,2597.98,4396.12,6785.4,1659.0
2020-04-01,2927.93,10861.64,2854.65,4572.18,6922.3,1718.2
2020-05-01,3050.2,11586.85,3185.72,4695.44,7096.5,1777.6
2020-06-01,3234.07,12310.93,2953.65,4935.99,7231.4,1886.9
2020-07-01,3174.32,12313.36,3005.0,4783.69,6877.4,1867.1
2020-08-01,3272.51,12945.38,3110.14,4947.22,6969.5,1919.5
2020-09-01,3193.61,12760.73,3070.25,4803.44,6716.6,1854.2
2020-10-01,2958.21,11556.48,2813.38,4594.24,6452.2,1749.7
2020-11-01,3492.54,13291.16,3146.59,5518.55,8076.9,2157.2
2020-12-01,3552.64,13718.78,3212.77,5551.41,8073.7,2165.0
2021-01-01,3481.44,13432.87,3375.67,5399.21,7757.5,2105.8
2021-02-01,3636.44,13786.29,3346.4,5703.22,8225.0,2233.4
2021-03-01,3919.21,15008.34,3395.04,6067.23,8580.0,2385.8
2021-04-01,3974.74,15135.91,3503.01,6269.48,8815.0,2339.6
2021-05-01,4070.56,15519.98,3425.31,6484.11,9224.6,2461.8
