Date,US Coffee C,US Cotton #2,US Sugar #11,Orange Juice,US Cocoa,Lumber,London Cocoa,London Coffee,London Sugar
2010-01-01,131.7,69.03,29.9,136.1,3184.0,248.5,2233.0,1295.0,742.9
2010-02-01,129.05,82.61,24.13,143.65,2917.0,257.0,2181.0,1238.0,669.9
2010-03-01,136.15,80.55,16.59,135.3,2969.0,287.2,2255.0,1324.0,504.0
2010-04-01,135.2,82.76,15.05,134.35,3229.0,291.5,2370.0,1292.0,470.1
2010-05-01,134.25,80.05,14.19,142.9,2965.0,225.5,2420.0,1338.0,468.6
2010-06-01,164.2,82.6,18.03,148.25,2894.0,195.0,2503.0,1699.0,528.8
2010-07-01,176.3,82.36,19.57,146.6,3091.0,209.0,2273.0,1741.0,585.7
2010-08-01,176.8,89.08,19.75,137.6,2698.0,204.5,1951.0,1602.0,578.7
2010-09-01,183.05,104.18,25.3,156.95,2814.0,227.0,1910.0,1726.0,617.0
2010-10-01,203.45,125.26,29.12,161.7,2797.0,257.0,1856.0,1965.0,722.6
2010-11-01,200.95,126.23,27.55,149.2,2772.0,247.0,1892.0,1763.0,710.0
2010-12-01,240.5,144.81,32.12,172.35,3035.0,302.0,2017.0,2082.0,777.5
2011-01-01,244.8,168.44,33.97,168.55,3352.0,310.0,2185.0,2100.0,811.6
2011-02-01,271.7,196.52,32.51,179.95,3757.0,288.9,2392.0,2339.0,743.8
2011-03-01,264.15,200.23,27.11,162.8,2952.0,303.4,1915.0,2525.0,711.7
2011-04-01,299.35,178.78,23.38,176.55,3390.0,237.0,1975.0,2531.0,615.1
2011-05-01,264.6,158.67,23.18,182.5,2999.0,243.5,1840.0,2575.0,672.0
2011-06-01,265.35,159.79,28.36,198.6,3170.0,244.9,1954.0,2453.0,739.0
2011-07-01,239.55,102.08,29.81,199.75,2974.0,248.5,1852.0,2039.0,777.4
2011-08-01,289.1,105.88,29.68,168.55,3098.0,241.6,1936.0,2298.0,770.8
2011-09-01,228.9,98.71,26.34,150.0,2608.0,211.1,1699.0,1964.0,663.3
2011-10-01,226.95,102.29,25.77,183.9,2696.0,224.2,1673.0,1779.0,689.6
2011-11-01,233.8,90.31,23.69,176.1,2162.0,218.2,1440.0,1944.0,613.6
2011-12-01,226.85,91.8,23.3,169.0,2109.0,247.1,1380.0,1766.0,602.0
2012-01-01,215.05,93.25,23.64,210.0,2291.0,248.2,1497.0,1838.0,630.2
2012-02-01,203.15,89.86,25.66,190.55,2383.0,265.8,1479.0,2009.0,652.4
2012-03-01,182.45,93.52,24.71,164.5,2219.0,260.9,1462.0,2031.0,643.6
2012-04-01,177.95,87.25,21.17,140.85,2263.0,284.9,1472.0,1961.0,574.6
2012-05-01,160.65,71.55,19.42,112.05,2083.0,281.0,1471.0,2211.0,558.6
2012-06-01,170.1,72.16,21.81,122.65,2289.0,273.4,1614.0,2103.0,611.3
2012-07-01,174.4,70.58,22.64,109.9,2376.0,281.0,1629.0,2223.0,616.8
2012-08-01,164.55,76.48,19.78,131.9,2656.0,288.1,1686.0,2038.0,566.4
2012-09-01,173.5,69.15,19.58,113.15,2516.0,279.0,1631.0,2188.0,574.5
2012-10-01,154.65,70.07,19.46,106.25,2388.0,318.8,1548.0,1940.0,541.8
2012-11-01,142.1,72.65,19.34,123.25,2538.0,340.1,1593.0,1933.0,516.1
2012-12-01,143.8,75.14,19.51,116.05,2236.0,373.9,1435.0,1963.0,523.7
2013-01-01,146.95,82.95,18.78,119.7,2205.0,352.7,1428.0,2018.0,499.4
2013-02-01,142.65,83.56,18.38,127.15,2146.0,380.3,1409.0,2058.0,519.7
2013-03-01,137.15,88.46,17.66,135.15,2170.0,391.2,1467.0,2023.0,503.3
2013-04-01,134.95,85.53,17.67,141.4,2368.0,345.5,1544.0,1965.0,505.1
2013-05-01,127.05,79.36,16.55,151.35,2191.0,306.3,1491.0,1844.0,477.3
2013-06-01,120.0,82.71,16.38,129.9,2194.0,297.6,1440.0,1731.0,502.3
2013-07-01,118.6,85.63,16.97,143.9,2298.0,310.5,1572.0,1842.0,490.7
2013-08-01,112.1,83.7,16.34,136.95,2413.0,320.4,1639.0,1749.0,477.9
2013-09-01,113.7,86.11,17.48,131.3,2640.0,344.1,1707.0,1582.0,486.1
2013-10-01,105.4,77.18,18.32,121.55,2677.0,361.5,1697.0,1460.0,483.3
2013-11-01,110.25,78.14,17.15,139.7,2791.0,364.8,1736.0,1623.0,464.0
2013-12-01,110.7,84.64,16.41,136.45,2709.0,360.1,1730.0,1685.0,449.0
2014-01-01,125.2,85.83,15.55,142.55,2911.0,353.8,1844.0,1819.0,424.0
2014-02-01,179.8,86.59,16.47,147.75,2935.0,350.0,1838.0,2118.0,476.3
2014-03-01,177.9,93.52,17.77,155.0,2955.0,335.8,1867.0,2154.0,474.2
2014-04-01,203.05,94.14,17.24,154.6,2974.0,335.9,1835.0,2167.0,476.9
2014-05-01,177.5,86.27,17.38,159.4,3071.0,312.3,1950.0,1948.0,470.9
2014-06-01,173.0,79.21,16.62,140.8,3143.0,335.1,1979.0,1998.0,472.2
2014-07-01,195.05,62.09,16.46,140.7,3219.0,324.4,2019.0,2047.0,437.7
2014-08-01,195.75,67.6,15.49,148.55,3219.0,348.4,2057.0,2033.0,423.1
2014-09-01,193.35,61.96,15.48,144.75,3300.0,332.9,2110.0,1968.0,422.3
2014-10-01,188.0,64.45,16.04,133.65,2899.0,323.0,1910.0,2048.0,422.4
2014-11-01,186.65,60.08,15.59,148.85,2880.0,327.7,1924.0,2096.0,406.9
2014-12-01,166.6,60.28,14.52,140.05,2910.0,331.1,1980.0,1893.0,391.2
2015-01-01,161.9,59.36,14.79,140.0,2693.0,321.8,1905.0,1921.0,383.4
2015-02-01,136.75,64.86,13.93,121.55,3102.0,297.2,2035.0,1871.0,371.8
2015-03-01,132.9,63.13,11.93,125.1,2699.0,278.2,1901.0,1697.0,355.4
2015-04-01,136.55,67.66,12.98,109.4,2943.0,256.3,1992.0,1752.0,376.7
2015-05-01,126.15,64.44,11.98,114.25,3085.0,274.1,2107.0,1584.0,349.1
2015-06-01,130.65,67.89,12.28,114.9,3275.0,288.3,2139.0,1885.0,370.3
2015-07-01,125.25,64.07,11.14,123.6,3209.0,252.1,2131.0,1774.0,349.4
2015-08-01,120.55,62.8,10.69,129.6,3102.0,234.2,2086.0,1581.0,341.4
2015-09-01,121.35,60.53,12.17,105.55,3114.0,229.2,2140.0,1552.0,370.0
2015-10-01,120.95,63.31,14.52,134.65,3259.0,253.7,2208.0,1616.0,391.4
2015-11-01,116.9,62.71,14.93,141.75,3327.0,245.8,2261.0,1481.0,403.0
2015-12-01,126.7,63.31,15.24,140.0,3211.0,257.6,2262.0,1491.0,422.2
2016-01-01,116.35,60.99,13.14,132.4,2761.0,240.4,2009.0,1368.0,407.0
2016-02-01,112.65,56.55,14.56,121.4,2949.0,254.0,2215.0,1375.0,406.9
2016-03-01,127.45,58.37,15.35,147.2,2950.0,310.7,2156.0,1471.0,444.7
2016-04-01,120.85,63.89,16.16,124.55,3207.0,295.6,2313.0,1556.0,467.4
2016-05-01,121.55,63.91,17.49,152.55,3059.0,303.4,2238.0,1642.0,483.8
2016-06-01,144.1,64.37,20.15,177.15,3004.0,303.9,2385.0,1688.0,552.5
2016-07-01,146.2,74.02,19.05,174.65,2835.0,318.4,2297.0,1805.0,528.4
2016-08-01,145.9,65.59,20.06,182.1,2921.0,312.7,2359.0,1793.0,529.1
2016-09-01,151.55,68.06,22.53,205.0,2761.0,336.4,2223.0,2005.0,597.2
2016-10-01,164.15,68.87,21.57,221.95,2735.0,298.2,2262.0,2229.0,579.4
2016-11-01,147.5,71.6,19.81,217.6,2387.0,329.8,1964.0,2050.0,526.4
2016-12-01,137.05,70.69,19.51,198.1,2126.0,316.6,1732.0,2159.0,524.2
2017-01-01,149.55,74.97,20.45,172.9,2103.0,330.0,1686.0,2252.0,540.0
2017-02-01,140.7,76.31,19.31,164.8,1943.0,366.4,1529.0,2103.0,532.6
2017-03-01,139.3,77.33,16.76,157.0,2095.0,381.4,1679.0,2136.0,477.2
2017-04-01,131.05,78.77,16.04,158.1,1844.0,379.8,1403.0,1917.0,459.5
2017-05-01,129.35,76.93,14.87,133.55,2048.0,345.1,1583.0,1989.0,434.8
2017-06-01,124.05,68.65,13.68,129.85,1903.0,365.9,1533.0,2158.0,403.7
2017-07-01,139.25,68.93,14.91,131.65,2060.0,378.3,1590.0,2141.0,402.3
2017-08-01,128.15,71.0,14.4,137.65,1966.0,385.7,1503.0,2076.0,386.9
2017-09-01,128.05,68.42,13.54,148.35,2043.0,402.2,1516.0,1967.0,362.2
2017-10-01,125.1,68.55,14.74,156.25,2094.0,458.4,1553.0,1902.0,384.4
2017-11-01,126.3,72.78,15.08,160.1,2048.0,427.7,1444.0,1793.0,390.4
2017-12-01,126.2,78.47,15.16,136.0,1892.0,448.0,1378.0,1714.0,394.7
2018-01-01,121.85,77.19,13.23,148.7,1996.0,470.9,1399.0,1728.0,352.4
2018-02-01,121.05,82.88,13.48,143.4,2240.0,516.6,1574.0,1770.0,361.3
2018-03-01,118.15,81.58,12.35,141.1,2556.0,515.7,1753.0,1777.0,351.2
2018-04-01,120.65,83.88,11.52,154.95,2845.0,577.2,1856.0,1717.0,330.8
2018-05-01,123.7,93.09,12.79,161.8,2454.0,597.1,1773.0,1720.0,354.6
2018-06-01,111.5,85.38,11.86,159.55,2476.0,569.3,1898.0,1723.0,349.5
2018-07-01,109.9,89.55,10.55,167.4,2170.0,455.4,1601.0,1644.0,317.9
2018-08-01,98.1,82.29,10.6,157.85,2323.0,437.6,1635.0,1583.0,325.9
2018-09-01,102.45,76.38,10.42,147.6,2057.0,344.4,1496.0,1554.0,320.5
2018-10-01,112.7,76.86,13.19,135.7,2234.0,311.5,1695.0,1657.0,355.7
2018-11-01,103.25,78.83,12.84,143.95,2144.0,323.9,1571.0,1580.0,348.2
2018-12-01,101.85,72.27,12.03,125.15,2416.0,332.5,1766.0,1506.0,332.5
2019-01-01,105.9,74.24,12.73,120.1,2168.0,416.2,1571.0,1551.0,341.3
2019-02-01,95.2,72.77,12.73,114.3,2238.0,385.6,1709.0,1520.0,348.0
2019-03-01,94.5,77.58,12.53,119.9,2280.0,360.2,1728.0,1456.0,324.8
2019-04-01,91.85,76.77,11.99,94.8,2368.0,341.2,1936.0,1388.0,334.9
2019-05-01,104.6,68.17,12.1,108.4,2400.0,305.5,1785.0,1478.0,330.6
2019-06-01,108.25,65.73,12.32,100.95,2450.0,378.9,1771.0,1421.0,328.4
2019-07-01,99.65,63.88,12.21,103.45,2345.0,343.9,1825.0,1338.0,324.0
2019-08-01,93.6,58.88,11.14,100.5,2161.0,374.5,1640.0,1312.0,301.6
2019-09-01,101.15,60.74,11.92,99.75,2442.0,367.1,1917.0,1320.0,344.3
2019-10-01,101.95,64.38,12.48,95.85,2403.0,396.2,1861.0,1293.0,338.4
2019-11-01,118.55,65.3,12.94,98.6,2617.0,416.6,1999.0,1385.0,344.9
2019-12-01,129.7,68.98,13.42,97.2,2540.0,405.3,1819.0,1354.0,359.2
2020-01-01,102.65,67.42,14.61,95.95,2777.0,435.5,1955.0,1334.0,406.2
2020-02-01,110.1,61.8,14.46,101.85,2760.0,399.4,1926.0,1257.0,396.6
2020-03-01,119.55,51.14,10.42,120.2,2249.0,278.5,1754.0,1186.0,353.1
2020-04-01,104.65,57.42,10.39,108.3,2432.0,319.7,2025.0,1166.0,336.2
2020-05-01,96.3,57.24,10.91,122.5,2454.0,367.1,1960.0,1169.0,362.2
2020-06-01,100.05,60.98,11.84,127.3,2251.0,435.7,1623.0,1162.0,355.7
2020-07-01,118.95,62.74,12.64,121.75,2400.0,585.8,1621.0,1344.0,381.6
2020-08-01,129.8,65.26,12.66,113.8,2723.0,928.0,1729.0,1522.0,359.7
2020-09-01,110.95,65.81,13.07,113.7,2546.0,612.2,1796.0,1305.0,375.3
2020-10-01,104.4,68.98,14.36,117.95,2293.0,495.6,1605.0,1339.0,390.5
2020-11-01,120.7,72.24,14.51,128.75,3008.0,636.8,1839.0,1401.0,398.8
2020-12-01,128.25,78.24,15.49,123.25,2603.0,873.1,1737.0,1374.0,420.9
2021-01-01,122.95,80.61,15.83,110.6,2531.0,887.0,1728.0,1306.0,456.1
2021-02-01,136.85,89.02,17.53,106.75,2701.0,995.6,1912.0,1458.0,455.1
2021-03-01,123.5,80.77,14.77,110.6,2348.0,1009.1,1693.0,1342.0,420.0
2021-04-01,139.95,88.34,17.44,109.55,2342.0,1500.5,1576.0,1418.0,448.4
2021-05-01,162.35,82.09,17.36,118.65,2412.0,1309.5,1617.0,1583.0,459.6
2021-06-01,157.25,84.06,17.32,120.08,2418.0,1335.0,1609.0,1585.0,464.5
