Date,AUDUSD,NZDUSD,GBPUSD,USDCAD,Crude Oil WTI
2010-01-03,0.9246,0.7368,1.6028,1.0301,82.75
2010-01-10,0.9232,0.7383,1.6263,1.0288,78.0
2010-01-17,0.9008,0.7103,1.611,1.0577,74.54
2010-01-24,0.8846,0.7012,1.6004,1.0698,72.89
2010-01-31,0.8677,0.6876,1.5635,1.0688,71.19
2010-02-07,0.8874,0.6966,1.5689,1.0511,74.13
2010-02-14,0.8986,0.6993,1.5474,1.0399,79.81
2010-02-21,0.8951,0.6978,1.525,1.053,79.66
2010-02-28,0.9072,0.6966,1.5137,1.0301,81.5
2010-03-07,0.9153,0.7013,1.5185,1.0185,81.24
2010-03-14,0.9154,0.7082,1.5012,1.0173,80.68
2010-03-21,0.9041,0.7033,1.4903,1.0272,80.0
2010-03-28,0.9194,0.7061,1.5209,1.0114,84.87
2010-04-04,0.9331,0.7158,1.5375,1.0029,84.92
2010-04-11,0.9245,0.7084,1.536,1.0126,83.24
2010-04-18,0.9277,0.7173,1.5379,0.9997,85.12
2010-04-25,0.9246,0.7272,1.5271,1.0175,86.15
2010-05-02,0.8881,0.7144,1.4802,1.0427,75.11
2010-05-09,0.8858,0.7075,1.4539,1.0353,71.61
2010-05-16,0.8325,0.6786,1.4468,1.0593,70.04
2010-05-23,0.8476,0.6796,1.4466,1.0541,73.97
2010-05-30,0.8234,0.6706,1.4463,1.0625,71.51
2010-06-06,0.8503,0.69,1.4545,1.0328,73.78
2010-06-13,0.8721,0.7068,1.4829,1.0217,77.18
2010-06-20,0.8749,0.7140000000000001,1.5065,1.0356,78.86
2010-06-27,0.8417,0.6884,1.5202,1.0627,72.14
2010-07-04,0.8776,0.7115,1.5065,1.0332,76.09
2010-07-11,0.8690000000000001,0.7107,1.5291,1.0577,76.01
2010-07-18,0.8956,0.7274,1.5436,1.0362,78.98
2010-07-25,0.9042,0.726,1.5684,1.0297,78.95
2010-08-01,0.9183,0.7333,1.5947,1.0276,80.7
2010-08-08,0.8929,0.7058,1.5598,1.0425,75.39
2010-08-15,0.8942,0.7067,1.5534,1.0478,73.46
2010-08-22,0.8991,0.7108,1.5522,1.0513,75.17
2010-08-29,0.9166,0.7211,1.5448,1.0389,74.6
2010-09-05,0.9266,0.7285,1.5351,1.0372,76.45
2010-09-12,0.9363,0.7259,1.5629,1.0335,73.66
2010-09-19,0.9590000000000001,0.7340000000000001,1.5821,1.0244,76.49
2010-09-26,0.9718,0.7445,1.5817,1.0202,81.58
2010-10-03,0.9849,0.7559,1.5966,1.0109,82.66
2010-10-10,0.9908,0.7558,1.5993,1.0099,81.25
2010-10-17,0.9828,0.7467,1.5686,1.0259,81.69
2010-10-24,0.9837,0.7664,1.604,1.0189,81.43
2010-10-31,1.0162,0.797,1.6179,1.0004,86.85
2010-11-07,0.9867,0.7744,1.6136,1.0091,84.88
2010-11-14,0.9865,0.7787,1.5986,1.0179,81.51
2010-11-21,0.9647,0.7503,1.5594,1.0204,83.76
2010-11-28,0.9926,0.7674,1.5779,1.0038,89.19
2010-12-05,0.9856,0.7486,1.5817,1.0098,87.79
2010-12-12,0.9889,0.7369,1.5535,1.0134,88.02
2010-12-19,1.0048,0.7490000000000001,1.5444,1.0078,91.51
2010-12-26,1.0217,0.7795,1.5602,0.997,91.38
2011-01-02,0.9965,0.7608,1.5558,0.9913,88.03
2011-01-09,0.9895,0.7664,1.5863,0.9895,91.54
2011-01-16,0.9892,0.7581,1.6002,0.9940000000000001,89.11
2011-01-23,0.9934,0.7728,1.5863,1.0003,89.34
2011-01-30,1.0134,0.7691,1.6101,0.9879,89.03
2011-02-06,1.0025,0.7606,1.6006,0.9872,85.58
2011-02-13,1.0147,0.7618,1.6244,0.9862,86.2
2011-02-20,1.0175,0.7509999999999999,1.6119,0.9778,97.88
2011-02-27,1.0146,0.7388,1.6275,0.9719,104.42
2011-03-06,1.0145,0.7435,1.6081,0.9717,101.16
2011-03-13,0.9967,0.731,1.6238,0.9846,101.07
2011-03-20,1.0261,0.7534,1.6038,0.9808,105.4
2011-03-27,1.0391,0.7675,1.6113,0.9636,107.94
2011-04-03,1.0564,0.7829,1.6385,0.9557,112.79
2011-04-10,1.0568,0.7994,1.6322,0.9599,109.66
2011-04-17,1.0741,0.802,1.651,0.9548,112.29
2011-04-24,1.0968,0.8099,1.6704,0.9446,113.93
2011-05-01,1.0688,0.7911,1.6369999999999998,0.9656,97.18
2011-05-08,1.0574,0.7865,1.6198,0.9683,99.65
2011-05-15,1.0659,0.7963,1.6229,0.9740000000000001,99.49
2011-05-22,1.0701,0.8193,1.6509,0.9758,100.59
2011-05-29,1.0716,0.8157,1.6429,0.978,100.22
2011-06-05,1.0535,0.8213,1.6235,0.9798,99.29
2011-06-12,1.0632,0.8133,1.6197,0.9794,93.01
2011-06-19,1.0498,0.8111,1.5959999999999999,0.9885,91.16
2011-06-26,1.0778,0.8276,1.6077,0.9588,94.94
2011-07-03,1.0756,0.8379,1.6059,0.9616,96.2
2011-07-10,1.0646,0.8459,1.6136,0.9536,97.24
2011-07-17,1.0846,0.8647,1.6303,0.9482,99.87
2011-07-24,1.0995,0.8791,1.6421,0.9552,95.7
2011-07-31,1.0442,0.8434,1.6392,0.9816,86.88
2011-08-07,1.0356,0.8322,1.6278,0.987,85.38
2011-08-14,1.0402,0.8182,1.6462,0.99,82.26
2011-08-21,1.0573,0.841,1.6372,0.9816,85.37
2011-08-28,1.0646,0.8481,1.6218,0.9857,86.45
2011-09-04,1.0475,0.8220000000000001,1.5882,0.9969,87.24
2011-09-11,1.0362,0.8293,1.5789,0.9778,87.96
2011-09-18,0.9779,0.7768,1.5467,1.028,79.85
2011-09-25,0.9664,0.7609999999999999,1.5585,1.0501,79.2
2011-10-02,0.9771,0.7696,1.556,1.0396,82.98
2011-10-09,1.0345,0.8054,1.5821,1.0097,86.8
2011-10-16,1.0373,0.8033,1.5953,1.0071,87.4
2011-10-23,1.0702,0.8224,1.6121,0.9919,93.32
2011-10-30,1.0375,0.7939,1.6031,1.0189,94.26
2011-11-06,1.0277,0.7857,1.607,1.0124,98.99
2011-11-13,1.0,0.7556,1.5791,1.0269,97.41
2011-11-20,0.9706,0.7391,1.5448,1.0488,96.77
2011-11-27,1.0215,0.7767,1.5594,1.0181,100.96
2011-12-04,1.0217,0.7753,1.5659999999999998,1.0185,99.41
2011-12-11,0.997,0.7608,1.5519999999999998,1.0379,93.53
2011-12-18,1.0149,0.7746,1.5591,1.0198,99.68
2011-12-25,1.0227,0.7788,1.5537,1.0196,98.83
2012-01-01,1.0229,0.7806,1.5434,1.0272,101.56
2012-01-08,1.0314,0.7937,1.5319,1.0225,98.7
2012-01-15,1.0486,0.8063,1.5571,1.013,98.46
2012-01-22,1.0653,0.8239,1.5734,1.001,99.56
2012-01-29,1.0776,0.8358,1.5813,0.9931,97.84
2012-02-05,1.0663,0.8267,1.5739,1.0023,98.67
2012-02-12,1.0711,0.8335,1.5837,0.9959,103.24
2012-02-19,1.0699,0.836,1.5888,0.9998,109.77
2012-02-26,1.0735,0.8294,1.5837,0.9890000000000001,106.7
2012-03-04,1.0572,0.8209,1.5676,0.9911,107.4
2012-03-11,1.0594,0.8244,1.5845,0.9919,107.06
2012-03-18,1.0464,0.8193,1.5868,0.9981,106.87
2012-03-25,1.0345,0.8185,1.6013,0.9979,103.02
2012-04-01,1.0305,0.8195,1.5886,0.9973,103.31
2012-04-08,1.0375,0.8233,1.5848,0.9995,102.83
2012-04-15,1.0379,0.8191,1.6126,0.9917,103.05
2012-04-22,1.0471,0.8225,1.6267,0.9805,104.93
2012-04-29,1.0179,0.7956,1.6155,0.9955,98.49
2012-05-06,1.0021,0.7824,1.6073,1.0008,96.13
2012-05-13,0.9844,0.7569,1.5817,1.0221,91.48
2012-05-20,0.9761,0.754,1.5661,1.0293,90.86
2012-05-27,0.9705,0.7552,1.5363,1.0406,83.23
2012-06-03,0.9916,0.7703,1.5474,1.0263,84.1
2012-06-10,1.0082,0.7878,1.5717,1.0217,84.03
2012-06-17,1.0065,0.7911,1.5590000000000002,1.0244,79.76
2012-06-24,1.024,0.8016,1.5709,1.0166,84.96
2012-07-01,1.0213,0.7979999999999999,1.5490000000000002,1.0194,84.45
2012-07-08,1.023,0.7959999999999999,1.5575,1.0145,87.1
2012-07-15,1.0378,0.7998,1.5621,1.0124,91.44
2012-07-22,1.0484,0.8093,1.5749,1.0034,90.13
2012-07-29,1.057,0.8189,1.5643,1.0013,91.4
2012-08-05,1.0577,0.8134,1.569,0.991,92.87
2012-08-12,1.0419,0.8076,1.5701,0.9892,96.01
2012-08-19,1.0404,0.8113,1.5812,0.9924,96.15
2012-08-26,1.0322,0.8035,1.5867,0.9865,96.47
2012-09-02,1.0385,0.8125,1.6006,0.9786,96.42
2012-09-09,1.0551,0.8289,1.6217,0.9718,99.0
2012-09-16,1.0458,0.8291,1.6229,0.9764,92.89
2012-09-23,1.0379,0.83,1.6166,0.9838,92.19
2012-09-30,1.0186,0.8181,1.6137,0.9787,89.88
2012-10-07,1.0232,0.8168,1.6072,0.9803,91.86
2012-10-14,1.033,0.8159,1.6005,0.9937,90.05
2012-10-21,1.0374,0.8228,1.6105,0.9966,86.28
2012-10-28,1.0336,0.8252,1.6025,0.996,84.86
2012-11-04,1.0383,0.8141,1.5897,1.0017,86.07
2012-11-11,1.0342,0.8125,1.5886,1.0013,86.67
2012-11-18,1.0461,0.8238,1.6033,0.9929,88.28
2012-11-25,1.0427,0.8201,1.6012,0.9944,88.91
2012-12-02,1.0488,0.8325,1.6038,0.9885,85.93
2012-12-09,1.0562,0.8463,1.6168,0.9856,86.73
2012-12-16,1.0401,0.8240000000000001,1.6172,0.9933,88.66
2012-12-23,1.0373,0.8198,1.617,0.997,90.8
2012-12-30,1.048,0.8317,1.6071,0.9871,93.09
2013-01-06,1.0536,0.8364,1.6132,0.9848,93.56
2013-01-13,1.0511,0.8371,1.5868,0.9918,95.56
2013-01-20,1.0424,0.8373,1.5803,1.0057,95.88
2013-01-27,1.0407,0.8454,1.5692,0.9965,97.77
2013-02-03,1.032,0.8361,1.5798,1.0024,95.72
2013-02-10,1.0306,0.8449,1.5518,1.0063,95.86
2013-02-17,1.032,0.8379,1.5163,1.0214,93.13
2013-02-24,1.0203,0.8252,1.5038,1.0269,90.68
2013-03-03,1.0233,0.8220000000000001,1.4917,1.0284,91.95
2013-03-10,1.0409,0.8275,1.5116,1.0194,93.45
2013-03-17,1.0445,0.8359,1.5231,1.0232,93.71
2013-03-24,1.0419,0.8375,1.5203,1.0175,97.23
2013-03-31,1.0376,0.8434,1.5335,1.0175,92.7
2013-04-07,1.0508,0.8589,1.5342,1.0136,91.29
2013-04-14,1.0275,0.8421,1.5232,1.0265,88.01
2013-04-21,1.028,0.8478,1.5479,1.0168,93.0
2013-04-28,1.0319,0.8532,1.5573,1.008,95.61
2013-05-05,1.0023,0.83,1.5365,1.0099,96.04
2013-05-12,0.9728,0.8065,1.5171,1.028,96.02
2013-05-19,0.9647,0.8096,1.5127,1.0318,94.15
2013-05-26,0.9573,0.7939,1.5199,1.0378,91.97
2013-06-02,0.9495,0.7887,1.5558,1.0196,96.03
2013-06-09,0.9568,0.8048,1.5705,1.0170000000000001,97.85
2013-06-16,0.9219,0.7755,1.5418,1.0457,93.69
2013-06-23,0.9137,0.7743,1.5212,1.052,96.56
2013-06-30,0.9067,0.7709,1.4889,1.0579,103.22
2013-07-07,0.9049,0.7781,1.5108,1.0394,105.95
2013-07-14,0.9173,0.7933,1.5268,1.0368,108.05
2013-07-21,0.9263,0.8086,1.5381,1.0282,104.7
2013-07-28,0.8902,0.7833,1.5289,1.0387,106.94
2013-08-04,0.9193,0.8039,1.55,1.0288,105.97
2013-08-11,0.9185,0.8104,1.5630000000000002,1.0337,107.46
2013-08-18,0.9025,0.7802,1.5568,1.0495,106.42
2013-08-25,0.89,0.7726,1.551,1.0537,107.65
2013-09-01,0.9186,0.7998,1.5631,1.0404,110.53
2013-09-08,0.9245,0.8131,1.5875,1.0352,108.21
2013-09-15,0.9394,0.8368,1.6006,1.0305,104.68
2013-09-22,0.9316,0.8284,1.6139,1.0307,102.87
2013-09-29,0.9434,0.8317,1.601,1.0295,103.84
2013-10-06,0.9467,0.8323,1.5956,1.035,102.02
2013-10-13,0.9677,0.8502,1.6167,1.0286,100.81
2013-10-20,0.9584,0.828,1.6166,1.0448,97.85
2013-10-27,0.9437,0.8268,1.5926,1.0421,94.61
2013-11-03,0.9385,0.8246,1.6018,1.048,94.6
2013-11-10,0.9371,0.8341,1.6121,1.0439,93.84
2013-11-17,0.9171,0.8195,1.6226,1.0514,94.84
2013-11-24,0.9112,0.813,1.6367,1.0615,92.72
2013-12-01,0.9103,0.8285,1.6349,1.0636,97.65
2013-12-08,0.8962,0.8267,1.6299,1.0586,96.6
2013-12-15,0.8921,0.821,1.6336,1.0635,99.32
2013-12-22,0.8869,0.8149,1.6481,1.0706,100.32
2013-12-29,0.8947,0.8274,1.6417,1.0635,93.96
2014-01-05,0.8996,0.8303,1.6482,1.0895,92.72
2014-01-12,0.8782,0.8261,1.6424,1.0962,94.37
2014-01-19,0.8683,0.8213,1.6483,1.1088,96.64
2014-01-26,0.8756,0.8089,1.6436,1.1129,97.49
2014-02-02,0.8958,0.8294,1.6412,1.1033,99.88
2014-02-09,0.9033,0.8371,1.6746,1.0978,100.3
2014-02-16,0.8976,0.8283,1.6617,1.1111,102.2
2014-02-23,0.8929,0.8390000000000001,1.6745,1.1065,102.59
2014-03-02,0.9073,0.847,1.6712,1.1083,102.58
2014-03-09,0.9029,0.8537,1.6646,1.1104,98.89
2014-03-16,0.9082,0.8536,1.6486,1.122,99.46
2014-03-23,0.9248,0.8661,1.6638,1.1061,101.67
2014-03-30,0.9292,0.8599,1.6580000000000001,1.0981,101.14
2014-04-06,0.9397,0.8688,1.6733,1.0981,103.74
2014-04-13,0.9333,0.8590000000000001,1.6807,1.1017,104.3
2014-04-20,0.9275,0.8577,1.6805,1.1039,100.6
2014-04-27,0.9276,0.8669,1.6866,1.0974,99.76
2014-05-04,0.9364,0.8613,1.6851,1.0896,99.99
2014-05-11,0.9364,0.8627,1.6816,1.0857,102.02
2014-05-18,0.9231,0.8541,1.6832,1.0862,104.35
2014-05-25,0.9312,0.8501,1.6752,1.0843,102.71
2014-06-01,0.9333,0.8502,1.6803,1.0935,102.66
2014-06-08,0.9402,0.8663,1.6965,1.0856,106.91
2014-06-15,0.9388,0.8697,1.7012,1.0758,107.26
2014-06-22,0.9424,0.8778,1.7035,1.0668,105.74
2014-06-29,0.9364,0.8740000000000001,1.716,1.0655,104.06
2014-07-06,0.9393,0.8814,1.7125,1.0733,100.83
2014-07-13,0.9391,0.87,1.7088,1.0732,103.13
2014-07-20,0.9395,0.8554,1.6974,1.0813,102.09
2014-07-27,0.9311,0.8518,1.6821,1.0917,97.88
2014-08-03,0.9278,0.8461,1.6773,1.0974,97.65
2014-08-10,0.9321,0.8484,1.6697,1.0896,97.35
2014-08-17,0.9315,0.8416,1.6571,1.0947,93.65
2014-08-24,0.9338,0.8363,1.6599,1.0878,95.96
2014-08-31,0.9378,0.833,1.6327,1.088,93.29
2014-09-07,0.9039,0.8154,1.6268,1.1094,92.27
2014-09-14,0.8926,0.8128,1.6288,1.0962,92.41
2014-09-21,0.8765,0.7866,1.6247,1.1154,93.54
2014-09-28,0.8675,0.7764,1.5964,1.1243,89.74
2014-10-05,0.8683,0.7816,1.6078,1.12,85.82
2014-10-12,0.8743,0.7922,1.6095,1.1278,82.75
2014-10-19,0.8795,0.7854,1.6091,1.1232,81.01
2014-10-26,0.8798,0.7789,1.5998,1.1266,80.54
2014-11-02,0.8635,0.7755,1.5874,1.1327,78.65
2014-11-09,0.8747,0.7909,1.567,1.1288,75.82
2014-11-16,0.867,0.7885,1.5655,1.1231,76.51
2014-11-23,0.851,0.7853,1.5649,1.1415,66.15
2014-11-30,0.8326,0.7712,1.5583,1.1439,65.84
2014-12-07,0.8245,0.7778,1.5719999999999998,1.1583,57.81
2014-12-14,0.8144,0.775,1.5632,1.1601,56.52
2014-12-21,0.8118,0.7761,1.5556,1.1626,54.73
2014-12-28,0.8089,0.7706,1.5328,1.1784,52.69
2015-01-04,0.8205,0.7839,1.516,1.1867,48.36
2015-01-11,0.8227,0.7794,1.5151,1.1985,48.69
2015-01-18,0.7908,0.7457,1.499,1.242,45.59
2015-01-25,0.7769,0.7262,1.5069,1.2732,48.24
2015-02-01,0.7797,0.7361,1.5246,1.2526,51.69
2015-02-08,0.7769,0.7456,1.5399,1.2449,52.78
2015-02-15,0.7843,0.7526,1.54,1.2528,50.34
2015-02-22,0.7812,0.7564,1.5434,1.2508,49.76
2015-03-01,0.7718,0.7362,1.5037,1.2622,49.61
2015-03-08,0.7637,0.7341,1.4744,1.2784,44.84
2015-03-15,0.7774,0.7567,1.4951,1.2551,45.72
2015-03-22,0.7752,0.7568,1.4877,1.261,48.87
2015-03-29,0.7631,0.7612,1.4921,1.2484,49.14
2015-04-05,0.7684,0.7537,1.4631,1.2562,51.64
2015-04-12,0.7776,0.7683,1.4962,1.225,55.74
2015-04-19,0.7818,0.7608,1.5189,1.218,57.15
2015-04-26,0.7852,0.7538,1.5141,1.2159,59.15
2015-05-03,0.7933,0.7490000000000001,1.5456,1.2071,59.39
2015-05-10,0.8034,0.7474,1.5723,1.2012,59.69
2015-05-17,0.7829999999999999,0.7313,1.5490000000000002,1.2279,59.72
2015-05-24,0.7641,0.7107,1.5291,1.2448,60.3
2015-05-31,0.763,0.7048,1.5272,1.2439,59.13
2015-06-07,0.7731,0.6984,1.5559,1.2322,59.96
2015-06-14,0.7771,0.691,1.5884,1.2266,59.61
2015-06-21,0.7655,0.6846,1.5752,1.2318,59.63
2015-06-28,0.7509999999999999,0.6697,1.5571,1.2574,56.93
2015-07-05,0.7446,0.6726,1.5526,1.2658,52.74
2015-07-12,0.7372,0.6513,1.5609,1.2971,50.89
2015-07-19,0.7282,0.6578,1.5514,1.3049,48.14
2015-07-26,0.7305,0.6593,1.5624,1.3089,47.12
2015-08-02,0.7419,0.6623,1.5496,1.3130000000000002,43.87
2015-08-09,0.7371,0.654,1.5646,1.3088,42.5
2015-08-16,0.7321,0.6686,1.5697,1.3186,40.45
2015-08-23,0.7173,0.6463,1.5393,1.3201,45.22
2015-08-30,0.6907,0.6283,1.5171,1.3284,46.05
